tribe,time,avg_amen_rank_t1,avg_amen_rank_t2,avg_lat_t1,avg_lon_t1,avg_lat_t2,avg_lon_t2,mid_lat_t1,mid_lon_t1,mid_lat_t2,mid_lon_t2,n_record,n_unique_FIPS_t1,n_unique_FIPS_t2,avg_dist,mid_dist
Absentee-Shawnee,Time 1 and 2,2.8085106382978724,4,39.78914364951653,-85.1792068049374,35.3208672789124,-97.22721565365376,39.85742223407962,-85.223087580605707,35.3210308644025,-97.22696049791912,423,141,3,1172.5013880314877,1171.770250620682
Acoma Pueblo,Time 1 and 2,5.25,5,34.604981701621924,-107.89870472550346,34.91209140624164,-107.99854494922448,34.60634630300285,-107.89685219379191,34.91209140624164,-107.99854494922448,4,4,1,35.385666495210714,35.28318576304936
Alsea,Time 1 and 2,5.3125,6,44.9715626422259,-122.72084897047954,44.643632533367416,-123.86989375466999,44.974266263174286,-122.71931611484038,44.643632533367416,-123.86989375466999,16,16,1,97.8159170409003,98.03884840867079
Apache,Time 1 and 2,4.367021276595745,4.615384615384615,33.59972397364179,-102.92903595650516,34.44050665095398,-104.01349741822624,33.66831410588344,-102.890852653018,34.60104051162518,-104.02946453133488,2444,188,13,137.0088522100673,147.60393513530772
Appalachicola,Time 1 and 2,3,3.6363636363636362,37.242864376159396,-91.63764829627308,35.7243807364866,-95.89698607301811,37.35867210059015,-91.69544667979223,35.72515255133145,-95.89833090032191,154,14,11,416.96698839602294,417.50816293582034
Arapaho,Time 1 and 2,3.965217391304348,3.5454545454545454,40.51498980079203,-103.14248322785167,37.11117654795858,-100.68786689409552,40.53760173971785,-103.1050403549856,37.16403704401416,-100.53145060177806,1265,115,11,434.5838218004979,436.76881743038797
Arikara,Time 1 and 2,3.2083333333333335,3.1666666666666665,46.677480788540926,-103.70893621183252,47.74137434255846,-102.17700990409207,46.68803850316789,-103.7194187537045,47.74352029609648,-102.1774194941615,144,24,6,165.66370331814502,165.52143873089472
Assiniboine,Time 1 and 2,3,3,47.87537760360111,-105.27524669749505,48.47840934472553,-106.4326204187821,47.879777846296385,-105.27628904437383,48.48934557599931,-106.43561709491672,60,10,6,109.02757712629133,109.58079231774722
Bannock,Time 1 and 2,4.2,4.25,43.260160755366094,-112.59078356047407,42.838471285840114,-112.25531098713263,43.262780144005056,-112.5813012964357,42.83939302612489,-112.2552278353166,20,5,4,54.29841319822953,54.08241940278616
Blackfeet,Time 1 and 2,4,5.5,47.707321306284065,-109.17558663310199,48.46714862549618,-112.60963680115475,47.74000907452328,-109.17933986650435,48.467787417957084,-112.60782793867763,56,28,2,268.97565279096807,267.40301376498695
Caddo,Time 1 and 2,3.75,3.3333333333333335,32.65751012713761,-93.7806820946917,35.42332702309272,-98.44500720193628,32.6575644754687,-93.78044170073534,35.42411148158484,-98.44452772601393,24,4,6,528.9605470127811,528.9881624820057
Cahuilla,Time 1 and 2,6,6.333333333333333,35.10809124624373,-118.09146749218576,33.27324444569172,-116.03230082295606,35.12040992747833,-118.06221502026007,33.274501383159475,-116.03241617050304,33,11,3,278.6803693559723,277.7475366675432
Catawba,Time 1 and 2,3.3958333333333335,4,34.82977503905896,-79.15872403162425,34.97296727135416,-81.18086967137555,34.834604682585635,-79.1600096898294,34.97296727135416,-81.18086967137556,48,48,1,185.30019372104448,185.13235596358143
Cayuga,Time 1 and 2,2.7142857142857144,3.25,41.515460038352394,-81.50597180158422,39.56392131728573,-86.75578491935133,41.58019923379946,-81.53393657510009,39.84232956379448,-87.09983979469467,280,70,4,494.2886202927468,507.8133932891219
Cayuse,Time 1 and 2,4.3,4,45.63060823191474,-118.36325464796548,45.451542136365475,-118.37092591259952,45.63333823459358,-118.3639405014674,45.452120640481986,-118.37001453257419,20,10,2,19.942517807159838,20.178608030045222
Chehalis,Time 1 and 2,5.1,5.5,46.58782428293436,-122.8562991419305,47.09402536235266,-123.47515150078497,46.58949408373798,-122.85419367932043,47.09466017704146,-123.4749622373057,40,10,4,73.45617877561541,73.46097850617159
Chemehuevi,Time 1 and 2,5.6,5.5,34.85063317495826,-114.98415176938849,34.508761792139076,-114.97695171787471,34.854699818101224,-114.9866668785456,34.51379489097723,-114.98023140280533,20,5,4,38.06265544884902,37.95393484249906
Cherokee,Time 1 and 2,3.722513089005236,3.9375,35.60827143773457,-87.37392745064776,36.08260237127257,-93.7954649467886,35.699164299926565,-87.34103034869689,36.14887615637172,-93.78918005855478,3056,191,16,581.7438656081474,583.317879994037
Chetco,Time 1 and 2,5.368421052631579,6,44.60782432536522,-122.91088471412925,44.643632533367416,-123.86989375466999,44.61103667626988,-122.91576161253434,44.643632533367416,-123.86989375466999,19,19,1,76.08371791406664,75.67779807346302
Cheyenne,Time 1 and 2,4.083333333333333,3.3636363636363638,39.756300741001844,-103.11264560589765,37.556560460995996,-100.4286343813245,39.78253479644643,-103.07134866170452,37.59108067065505,-100.24980352458307,1056,96,11,338.1990634848635,345.82646839262577
Chickasaw,Time 1 and 2,3.473684210526316,4,35.04597621958211,-91.2035541612742,34.25653458883781,-97.45523647747295,35.12595566721413,-91.2096786607443,34.25695988580568,-97.45519884590522,570,114,5,579.0989119442428,579.6766333668197
Chinook,Time 1 and 2,5.2592592592592595,5.75,45.710446187979706,-122.86810704379998,46.52254871892788,-123.73532356712997,45.712888879712175,-122.8620879869532,46.52266181077457,-123.73733342536912,108,27,4,112.4746748406969,112.63578210354144
Chippewa,Time 1 and 2,2.6631853785900783,2.5365853658536586,43.05973219511881,-89.13391570440469,46.877327076660535,-93.28583862605817,43.24252441883183,-88.94310809639191,47.00823941553809,-93.18618384308239,15703,383,41,536.0480663865455,535.3530930756324
Chiricahua Apache,Time 1 and 2,5.191489361702128,4,33.63521178582185,-106.27288278640233,35.17431327622011,-98.37540913629047,33.66287795068334,-106.26241988196332,35.17431327622011,-98.37540913629046,47,47,1,745.0816660719236,743.3292240593187
Choctaw,Time 1 and 2,3.488,3.875,33.431365031621,-92.30890896571209,33.92019450570627,-93.77026852023054,33.48666536213386,-92.26506673558939,33.95296555210646,-93.74284066301708,2000,125,16,145.9038436115102,146.34242455314353
Chukchansi,Time 1 and 2,6.375,6.5,36.935309310310174,-120.18623853027952,38.32855934519696,-121.57838036473572,36.94244895771186,-120.18276048183097,38.342512127036095,-121.55054851201875,32,16,2,197.7754858054031,197.03939372543388
Clatsop,Time 1 and 2,5.2,6,45.53534538763617,-122.79821517566512,44.643632533367416,-123.86989375466999,45.537702510602045,-122.79475902418213,44.643632533367416,-123.86989375466999,25,25,1,130.1795984310063,130.55426453910815
Cochiti Pueblo,Time 1 and 2,5,5,35.69008867730724,-106.869263410228,35.599274923012125,-106.42335267820496,35.690088677307244,-106.86926341022799,35.60009622812821,-106.42284668485154,2,1,2,41.58602938820287,41.608123009736325
Cocopah,Time 1 and 2,5,5,32.770923055420205,-113.90662066089396,32.770923055420205,-113.90662066089396,32.770923055420205,-113.90662066089395,32.770923055420205,-113.90662066089395,1,1,1,0,0
Coeur D'Alene,Time 1 and 2,4.5,5,47.26466785468364,-116.81555241514765,47.44572916609265,-116.68039194743213,47.26593588003161,-116.81594012746811,47.44573121453595,-116.68029790042701,12,6,2,22.586405936555064,22.47718959124167
Colorado River,Time 1 and 2,5.5,5,34.508761792139076,-114.97695171787471,33.730211057483814,-113.98043201338781,34.51379489097723,-114.98023140280533,33.730211057483814,-113.98043201338781,4,4,1,126.27363825543847,126.87614875316416
Colville,Time 1 and 2,4.25,4,48.04520625381222,-118.9451825903731,48.299275691311195,-119.62406757311574,48.049905269413536,-118.94927559455158,48.30250437137507,-119.62790669225816,24,8,3,57.79245545585952,57.692673313605226
Comanche,Time 1 and 2,3.967032967032967,3.875,33.440692062142716,-100.36308297015391,34.62848800381625,-98.33576099460237,33.45128679781773,-100.34738249508976,34.629239023536094,-98.33545688636751,1456,182,8,229.03336780730515,227.23110952074887
Concow,Time 1 and 2,6,7,39.74504801563042,-122.40948874406006,39.44070848713343,-123.39124871176772,39.74741145013811,-122.41094181092646,39.440708487133435,-123.39124871176772,3,3,1,90.77561764372652,90.7573028398334
Coos,Time 1 and 2,5.380952380952381,6,44.50599166022255,-122.94787734684198,43.9094809185336,-123.96467399569416,44.509088221228275,-122.95188052096199,43.909520081211795,-123.96584314270268,42,21,2,104.84332894680509,104.8830098448536
Copalis,Time 1 and 2,5,5,46.5376258239211,-122.93575509599503,47.03543896295689,-123.30585866734634,46.53920758073547,-122.93268555210618,47.03642780748776,-123.30491271674522,18,9,2,62.183277670501916,62.197822962781544
Coquille,Time 1 and 2,5.4,6,44.609614735765334,-122.95883516615629,43.9094809185336,-123.96467399569416,44.61285544284363,-122.96345166270406,43.909520081211795,-123.96584314270268,40,20,2,111.82402295207716,111.8746303572745
Cowlitz,Time 1 and 2,4.8,5.5,46.55271916982803,-122.39151927310611,47.44591426113533,-123.67146791487775,46.55321017566974,-122.39082208231314,47.44596786645424,-123.67211089309416,10,5,2,139.02577448945547,139.06175617226992
Creek,Time 1 and 2,3.525252525252525,3.5833333333333335,32.8644202326206,-86.22212554770687,35.34116287349724,-95.1688362743584,32.90593440662615,-86.16887510000419,35.367250686534106,-95.13608048807825,1188,99,12,869.1468515688572,870.0822384187838
Crow,Time 1 and 2,4.166666666666667,3.6666666666666665,46.45375715582364,-108.54107232068891,45.858946818850974,-107.67593373915756,46.480912198448955,-108.53718929094644,45.85974776649405,-107.67602922134468,144,48,3,93.99168956284467,95.85646001586281
Cupeno,Time 1 and 2,6,6.5,35.10809124624373,-118.09146749218576,33.389811102174036,-116.36500334456439,35.12040992747833,-118.06221502026007,33.390365119431735,-116.3665166057913,22,11,2,248.63586577412505,247.8456707681636
Diegueno,Time 1 and 2,6.333333333333333,7,33.27324444569172,-116.03230082295606,33.03592730592484,-116.73670758764123,33.274501383159475,-116.03241617050304,33.03592730592483,-116.73670758764125,3,3,1,70.76418751925003,70.8061404453856
Duwamish,Time 1 and 2,5.125,5.5,48.18812356428402,-121.62931075118632,47.26594799210715,-121.98788369736602,48.192176850297955,-121.63033809386026,47.26605022753965,-121.98853923876716,16,8,2,106.10906948327212,106.52735890682685
Flathead,Time 1 and 2,4.470588235294118,4.5,47.168776262258476,-113.95814211540332,47.66570879099508,-114.29966839225334,47.17629365198424,-113.94085548408684,47.666736504517154,-114.2992121559943,68,17,4,61.007280647057264,60.90317926840279
Galice,Time 1 and 2,5.3125,6,44.9715626422259,-122.72084897047954,44.643632533367416,-123.86989375466999,44.974266263174286,-122.71931611484038,44.643632533367416,-123.86989375466999,16,16,1,97.8159170409003,98.03884840867079
Goshute,Time 1 and 2,4.6,4.666666666666667,39.9649097949281,-113.85447130889212,39.86610593275841,-113.60371554318102,39.96969405137801,-113.84901013278734,39.86981411266823,-113.60703338249553,15,5,3,24.06974374147952,23.460924644075522
Gros Ventre,Time 1 and 2,3.64,4,47.23915309966497,-106.62037915378285,48.349805585885576,-108.43470455633295,47.29759228362902,-106.60072263944933,48.350991154917416,-108.43382806393468,100,50,2,183.55426501738208,180.32887644492345
Havasupai,Time 1 and 2,6,6,35.78149162554778,-112.76362113151325,35.84693038989309,-111.77154274524158,35.7855659638218,-112.76443785627653,35.84693038989309,-111.77154274524159,2,2,1,89.85135274727034,89.8869397693105
Hidatsa,Time 1 and 2,3.142857142857143,3.1666666666666665,46.85868299761339,-103.3976872559735,47.74137434255846,-102.17700990409207,46.87116759131316,-103.4119755994374,47.74352029609649,-102.1774194941615,168,28,6,134.70781784862749,134.58504608454027
Hopi,Time 1 and 2,5.333333333333333,5.2,34.82603764089007,-110.44486210748207,34.71602813907484,-113.64920665872623,34.83049291316598,-110.43190747174033,34.737694744951284,-113.6656709180611,15,3,5,293.25501548088914,295.82262520843324
Hualapai,Time 1 and 2,6,6,35.38830542806895,-112.69391784423274,35.38830542806895,-112.69391784423274,35.39104231298174,-112.69377635791268,35.39104231298174,-112.69377635791268,9,3,3,0,0
Humptulips,Time 1 and 2,5,5,46.5376258239211,-122.93575509599503,47.03543896295689,-123.30585866734634,46.53920758073547,-122.93268555210618,47.03642780748776,-123.30491271674522,18,9,2,62.183277670501916,62.197822962781544
Hupa,Time 1 and 2,6,7,41.172736541305724,-123.35699497051607,40.70280018457289,-123.875776967048,41.17412253254108,-123.35757679801361,40.70280018457289,-123.875776967048,4,4,1,68.11642231660211,68.20342177300131
Iowa,Time 1 and 2,2.594059405940594,3.3333333333333335,41.58837193335361,-93.99815380964476,37.14476153865407,-96.56878016183046,41.599642067838595,-94.00857169576906,37.147817687392106,-96.59065083423003,606,101,6,541.8073102654905,543.0345795442724
Isleta Pueblo,Time 1 and 2,5,5,34.88437590602641,-106.74042276500963,35.05181423273406,-106.6703874154021,34.884395987434786,-106.74056546077269,35.05181423273406,-106.6703874154021,2,2,1,19.70368332050212,19.705793457161597
Jicarilla Apache,Time 1 and 2,5.177777777777778,5.5,33.789445062793455,-106.18436823874599,36.10116432869452,-106.7814401045556,33.817680101186504,-106.16946672900485,36.101196371234444,-106.78189960862427,90,45,2,263.04153660795566,260.2660982784148
Kalapuya,Time 1 and 2,5.352941176470588,5.333333333333333,44.823869728053765,-122.80536066569555,44.92690411691932,-123.53043774700905,44.82695391009037,-122.80732483445188,44.92716376695403,-123.53137387933442,51,17,3,58.33670923403177,58.194482691350544
Kalispel,Time 1 and 2,4.523809523809524,4.6,47.338266119723656,-114.59635104580629,47.839459013694714,-114.89457806604686,47.35204301767295,-114.57324994209682,47.84637085065609,-114.88611260285666,105,21,5,60.117634738953036,59.83004280902953
Kaskaskia,Time 1 and 2,2.7564102564102564,3,39.59645571249445,-85.95354019284714,36.835506103148504,-94.81012266163275,39.64366246670369,-85.98050963408652,36.83550610314852,-94.81012266163275,156,156,1,832.8864661827963,832.4168980819081
Kaw,Time 1 and 2,2.875,3,39.42085330602757,-97.56425355344864,36.818238499235235,-97.14414358482526,39.43480718578874,-97.56842014166065,36.81823849923523,-97.14414358482524,64,64,1,292.04743302298897,293.633934981338
Kickapoo,Time 1 and 2,2.6748466257668713,3.6,39.70225436709241,-86.39621116657489,35.006343686952974,-97.42354734600357,39.76797723256704,-86.42753684272675,35.018126492688,-97.48863117362208,815,163,5,1105.8338878058432,1110.8435098408595
Kikiallus,Time 1 and 2,6,6,48.48200641388233,-121.76603961090473,48.48200641388233,-121.76603961090473,48.48200641388232,-121.76603961090473,48.48200641388232,-121.76603961090473,1,1,1,0,0
Kiowa,Time 1 and 2,3.967032967032967,3.875,33.440692062142716,-100.36308297015391,34.62848800381625,-98.33576099460237,33.45128679781773,-100.34738249508976,34.629239023536094,-98.33545688636751,1456,182,8,229.03336780730515,227.23110952074887
Klamath,Time 1 and 2,5.615384615384615,6,42.54707173977471,-121.66511636476699,42.69253494831058,-121.65009313344926,42.558720707707124,-121.68632732576859,42.69253494831057,-121.65009313344925,13,13,1,16.23958657736916,15.1889128446539
Klickitat,Time 1 and 2,5.3125,6,44.9715626422259,-122.72084897047954,44.643632533367416,-123.86989375466999,44.974266263174286,-122.71931611484038,44.643632533367416,-123.86989375466999,16,16,1,97.8159170409003,98.03884840867079
Kootenai,Time 1 and 2,4.470588235294118,4.6,47.168776262258476,-113.95814211540332,47.88606497964885,-114.73236658454306,47.17629365198424,-113.94085548408684,47.890099514725925,-114.72457167320138,85,17,5,98.8043661707496,98.91066390655989
Laguna Pueblo,Time 1 and 2,5,5,35.092732973900425,-107.08716347236793,35.092732973900425,-107.08716347236793,35.09389101072177,-107.08769123697988,35.09389101072177,-107.08769123697988,16,4,4,0,0
Lenape,Time 1 and 2,2.8093023255813954,3.4285714285714284,39.8871224472807,-83.97058695489785,35.60775892908255,-98.08216872959616,40.01947549921413,-84.0166171500047,35.611650609187095,-98.08689094301789,1505,215,7,1328.4907473257344,1329.2066718247972
Little Lake,Time 1 and 2,6,7,39.7835152096966,-122.8139779221612,39.44070848713343,-123.39124871176772,39.78494520656635,-122.81685402859323,39.440708487133435,-123.39124871176772,2,2,1,62.5063818381537,62.40843199759458
Luiseno,Time 1 and 2,6.142857142857143,6,35.07490549454633,-117.23489303170683,33.87490351859829,-116.30279430932245,35.08150583745228,-117.1790631610466,33.87530377736968,-116.30451893595966,21,7,3,158.62086665434512,156.42672347115524
Lummi,Time 1 and 2,5.5,6,48.712320240097185,-122.35826225967679,48.82259548192162,-121.74907349928452,48.71392595721135,-122.35959750214863,48.82259548192161,-121.74907349928452,2,2,1,46.35264528585205,46.39951119571729
Maidu,Time 1 and 2,6.105263157894737,6,38.10652937322885,-120.6825001451778,39.70785699779645,-120.90589379547168,38.11004569686855,-120.67381957158862,39.70889483326598,-120.90579635661598,57,19,3,179.306075072763,179.1135882598574
Makah,Time 1 and 2,6,6,48.04792268112444,-123.92308680661873,48.04792268112444,-123.92308680661873,48.04792268112443,-123.92308680661873,48.04792268112443,-123.92308680661873,1,1,1,0,0
Mandan,Time 1 and 2,3.142857142857143,3.1666666666666665,46.85868299761339,-103.3976872559735,47.74137434255846,-102.17700990409207,46.87116759131316,-103.4119755994374,47.74352029609649,-102.1774194941615,168,28,6,134.70781784862749,134.58504608454027
Maricopa,Time 1 and 2,5.4,6,32.530402096750684,-112.07594463301429,33.35132079608014,-112.49095222756152,32.5348801466973,-112.07178391229958,33.35132079608014,-112.49095222756152,5,5,1,99.26846761665394,98.9625292615904
Mdewakanton Sioux,Time 1 and 2,2.8780487804878048,2,43.53325190572033,-97.80132020329891,44.649161619713574,-93.53334114784974,NaN,NaN,44.649161619713574,-93.53334114784975,164,164,1,363.09130611071066,NaN
Me-Wuk,Time 1 and 2,6.296296296296297,6.666666666666667,37.76606068557904,-120.7103019817453,38.417046641160226,-120.55457020128367,37.784798344316755,-120.6729218331896,38.42268206022728,-120.54867703043693,162,27,6,73.74060692485848,71.83806952807618
Menominee,Time 1 and 2,2.4838709677419355,2.3333333333333335,44.74305225677635,-89.36291116118066,44.62092188770978,-88.70634633563766,44.767379140039544,-89.34182861498748,44.62093421750601,-88.70608862837672,93,31,3,53.71619332532386,52.88375192634817
Mescalero Apache,Time 1 and 2,5.127659574468085,5,33.600533396796905,-105.95105212834565,33.18148969254358,-105.60037093981546,33.62903981527117,-105.93414577857412,33.181570140636836,-105.60128639898218,94,47,2,56.90658459649133,58.63482608584042
Miami,Time 1 and 2,2.610091743119266,3,39.69167605193903,-86.09574495454028,36.835506103148504,-94.81012266163275,39.72817224912629,-86.11700221087123,36.83550610314852,-94.81012266163275,218,218,1,824.905954304424,824.5905710145995
Miccosukee,Time 1 and 2,4.787878787878788,6,28.99605334331551,-82.73298842845828,26.151991442612147,-80.48725420858975,NaN,NaN,NaN,NaN,134,67,2,386.42111180626733,NaN
Mission,Time 1 and 2,6,6.5,35.10809124624373,-118.09146749218576,33.389811102174036,-116.36500334456439,35.12040992747833,-118.06221502026007,33.390365119431735,-116.3665166057913,22,11,2,248.63586577412505,247.8456707681636
Missouria,Time 1 and 2,2.607843137254902,3,41.21475558596733,-95.46310599222942,36.3537244431752,-96.9663571395767,41.221475113163464,-95.47249329630155,36.35401239646632,-96.9662352136,102,51,2,556.6006518108383,557.1029629548282
Modoc,Time 1 and 2,5.583333333333333,4.5,42.4858592125932,-121.53986479149302,39.76402052572954,-108.230107897541,42.4976019874243,-121.56436139693695,40.54432824756012,-107.64818741032427,24,12,2,1155.095549634964,1178.6477175202522
Mohave,Time 1 and 2,5.6,5.5,34.85063317495826,-114.98415176938849,34.508761792139076,-114.97695171787471,34.854699818101224,-114.9866668785456,34.51379489097723,-114.98023140280533,20,5,4,38.06265544884902,37.95393484249906
Mohawk,Time 1 and 2,3.193548387096774,3,41.9065025308678,-79.55429561453225,44.591934442686906,-74.29918470469438,41.948410448679155,-79.52067214827042,44.5919344426869,-74.29918470469438,31,31,1,520.3320357718158,515.3110341731225
Mohican,Time 1 and 2,2.3529411764705883,2,41.50848158563856,-83.28919631650183,44.7892849871154,-88.76471503798749,41.53295014682715,-83.24179631978387,44.789284987115394,-88.76471503798749,17,17,1,575.2186050374403,576.410872634326
Molalla,Time 1 and 2,5.3125,5.333333333333333,44.9715626422259,-122.72084897047954,44.92690411691932,-123.53043774700905,44.974266263174286,-122.71931611484041,44.927163766954024,-123.53137387933442,48,16,3,63.976206084053345,64.19013859109302
Mono,Time 1 and 2,6,6.333333333333333,36.607489549939736,-119.00695415317551,37.305692086655284,-119.43291277088521,36.615014902288834,-118.99663586509284,37.306321063797974,-119.43509938802086,27,9,3,86.46745499491024,86.27422976222735
Muckleshoot,Time 1 and 2,5.5,5.5,47.553508105736384,-122.08405873751344,47.26594799210715,-121.98788369736602,47.55406413602589,-122.08477292925615,47.26605022753965,-121.98853923876716,8,4,2,32.82076125999753,32.870997284902174
Nambe Pueblo,Time 1 and 2,5,5,35.50846116871701,-105.97744194618194,35.50846116871701,-105.97744194618194,35.50846116871702,-105.97744194618194,35.50846116871702,-105.97744194618194,1,1,1,0,0
Narragansett,Time 1 and 2,4.166666666666667,5,41.77448965550401,-71.53808679490186,41.4794256910604,-71.61723786831917,41.77469110211298,-71.53740404462162,41.4794256910604,-71.61723786831917,6,6,1,33.500163226869404,33.53335674035242
Navajo,Time 1 and 2,5.25,5,35.76656468376964,-109.70439668484663,34.87107172368663,-110.78430919897657,35.807902476584204,-109.7219963823117,34.929111521999296,-110.80714409123746,160,20,8,139.85066935902168,138.8256606411285
Nez Perce,Time 1 and 2,4.391304347826087,4.25,46.000272582321664,-116.69757479366487,46.27177016772168,-116.0769994499731,46.09832079457083,-116.54839096288946,46.273003687669004,-116.07648155521066,92,23,4,56.61246121215837,41.241662757747505
Nipmuc,Time 1 and 2,3.3333333333333335,4,42.47302215869538,-71.96060245188046,43.93899383547159,-71.82028745175599,42.47406312725327,-71.96024509410086,43.93899383547159,-71.82028745175599,3,3,1,163.5878108590253,163.4701887674684
Nisqually,Time 1 and 2,5.6,5,47.400602973786405,-122.94466775115846,46.92953910706653,-122.82920548929005,47.402130104864604,-122.9412579129369,46.92953910706653,-122.82920548929006,5,5,1,53.161728494957885,53.287723799853396
Nooksack,Time 1 and 2,6,6,48.82259548192162,-121.74907349928452,48.82259548192162,-121.74907349928452,48.82259548192161,-121.74907349928452,48.82259548192161,-121.74907349928452,1,1,1,0,0
Omaha,Time 1 and 2,2.588235294117647,3,42.125578526135776,-94.90042821706345,42.104904582794674,-96.24955927498661,42.13773046603399,-94.90874183056673,42.10527487601674,-96.24931758805167,170,85,2,111.42915253605048,110.74694743124286
Oneida,Time 1 and 2,3.193548387096774,2.6666666666666665,41.9065025308678,-79.55429561453225,44.03783047474753,-83.96896462566362,41.94841044867914,-79.52067214827042,44.19799877630048,-83.91982849722152,93,31,3,430.7024580189152,436.5665967293785
Onondaga,Time 1 and 2,3.193548387096774,2,41.9065025308678,-79.55429561453225,43.005292940386944,-76.19978207668346,41.948410448679155,-79.52067214827042,43.005292940386944,-76.19978207668346,31,31,1,301.41206594783404,296.9293983924172
Osage,Time 1 and 2,3.4,4,37.2283471663002,-94.61052330342105,36.6297633774545,-96.39647435256578,37.27801287876929,-94.62009212887419,36.6297633774545,-96.39647435256578,250,250,1,172.3255943995976,173.71584432426377
Otoe,Time 1 and 2,2.4814814814814814,3,41.83436452155559,-94.76186745875916,36.3537244431752,-96.9663571395767,41.84545660852358,-94.7805577661901,36.35401239646632,-96.9662352136,162,81,2,639.0737460909409,639.7367888653444
Ottawa,Time 1 and 2,2.7164750957854404,3.75,41.468938008368134,-86.54989374487207,42.52214949753801,-88.21947338301663,41.54952083785664,-86.53759211033737,42.59079464282652,-88.410182215886,1044,261,4,181.17078493791118,193.33366606952515
